Sample_ID,Year,Country,Continent,NG_MAST,azm_mic,cip_mic,cfx_mic
10868_8#20,2008,Spain,Europe,2992,0.5,0.008,0.016
10868_8#21,2008,Spain,Europe,225,0.5,0.008,0.125
10868_8#22,2008,Turkey,Asia,1993,0.25,0.002,0.016
10868_8#23,2008,Turkey,Asia,3780,0.19,0.003,0.016
10868_8#24,2008,UK,Europe,3767,0.38,0.003,0.016
10868_8#27,2008,Slovenia,Europe,4,0.023,0.003,0.016
10868_8#28,2008,Slovenia,Europe,1407,0.125,32,0.094
10868_8#29,2008,Slovenia,Europe,2970,0.047,3,0.047
10868_8#3,2008,The Netherlands,Europe,1407,0.75,32,0.19
10868_8#30,2009,Norway,Europe,3149,0.75,32,0.19
10868_8#31,2009,Norway,Europe,225,0.19,32,0.023
10868_8#32,2009,Norway,Europe,5030,0.25,32,0.016
10868_8#33,2009,Norway,Europe,5027,0.19,3,0.016
10868_8#34,2009,Norway,Europe,5268,0.19,0.006,0.016
10868_8#35,2009,Norway,Europe,1407,0.25,32,0.38
10868_8#37,2009,Norway,Europe,1431,0.25,8,0.016
10868_8#38,2009,Norway,Europe,1405,0.19,8,0.064
10868_8#39,2009,Norway,Europe,5054,0.25,3,0.016
10868_8#40,2009,Estonia,Europe,7483,0.094,0.003,0.016
10868_8#41,2009,Estonia,Europe,7483,0.125,0.003,0.016
10868_8#42,2009,Belarus,Europe,387,0.38,0.004,0.008
10868_8#43,2009,Belarus,Europe,2873,0.125,0.004,0.064
10868_8#44,2009,Belarus,Europe,807,0.047,0.003,0.032
10868_8#45,2009,Belarus,Europe,4559,0.5,0.12,0.064
10868_8#46,2009,Belarus,Europe,285,0.5,0.12,0.064
10868_8#47,2009,Belarus,Europe,4562,0.5,0.12,0.032
10868_8#48,2009,Belarus,Europe,4564,1.5,0.12,0.032
10868_8#49,2009,Belarus,Europe,4569,0.75,0.12,0.094
10868_8#5,2008,Armenia,Asia,3790,0.19,0.006,0.016
10868_8#50,2009,Belarus,Europe,4571,0.064,0.015,0.008
10868_8#51,2009,Belarus,Europe,1929,0.125,0.003,0.064
10868_8#52,2009,Slovenia,Europe,359,0.094,0.004,0.016
10868_8#53,2009,Slovenia,Europe,5568,0.5,0.016,0.023
10868_8#54,2009,Slovenia,Europe,5569,0.125,8,0.016
10868_8#55,2009,Slovenia,Europe,225,0.19,32,0.023
10868_8#56,2009,Slovenia,Europe,1407,0.5,32,0.125
10868_8#57,2010,Estonia,Europe,1241,0.5,0.006,0.016
10868_8#58,2010,Estonia,Europe,211,0.125,4,0.016
10868_8#59,2010,Estonia,Europe,2449,1,0.006,0.016
10868_8#6,2008,Bulgaria,Europe,1103,0.25,8,0.032
10868_8#60,2010,Estonia,Europe,7485,0.094,0.004,0.016
10868_8#61,2010,Estonia,Europe,7487,0.094,0.004,0.016
10868_8#62,2010,Estonia,Europe,437,1.5,32,0.023
10868_8#63,2010,Belarus,Europe,1993,0.25,0.004,0.016
10868_8#64,2010,Belarus,Europe,285,0.75,0.12,0.016
10868_8#66,2010,Belarus,Europe,1120,0.094,0.006,0.016
10868_8#67,2010,Belarus,Europe,807,0.064,0.006,0.016
10868_8#68,2010,Belarus,Europe,7476,0.5,0.12,0.016
10868_8#69,2010,Belarus,Europe,3150,0.5,0.12,0.016
10868_8#7,2008,Denmark,Europe,3766,0.38,0.003,0.016
10868_8#70,2010,Belarus,Europe,2862,0.047,6,0.016
10868_8#71,2010,Belarus,Europe,7436,0.064,0.004,0.016
10868_8#72,2010,Belarus,Europe,7435,0.38,0.12,0.016
10868_8#73,2010,Spain,Europe,1407,0.5,32,0.19
10868_8#74,2010,Poland,Europe,1478,3,0.008,0.016
10868_8#75,2010,Poland,Europe,-,0.19,0.002,0.016
10868_8#76,2010,Poland,Europe,225,0.25,16,0.016
10868_8#77,2010,Poland,Europe,3916,0.19,0.002,0.016
10868_8#78,2010,Poland,Europe,5421,0.047,0.25,0.016
10868_8#79,2010,Poland,Europe,1405,0.125,1.5,0.023
10868_8#8,2008,Finland,Europe,3779,0.5,32,0.047
10868_8#80,2010,Poland,Europe,8376,0.064,0.004,0.016
10868_8#81,2010,Poland,Europe,5421,0.016,0.38,0.016
10868_8#82,2010,Poland,Europe,1405,0.19,4,0.032
10868_8#83,2010,Poland,Europe,8378,0.38,0.008,0.016
10868_8#84,2010,Slovenia,Europe,5613,0.125,2,0.016
10868_8#85,2010,Slovenia,Europe,5615,0.064,0.006,0.016
10868_8#87,2010,Slovenia,Europe,5570,0.5,32,0.125
10868_8#88,2010,Slovenia,Europe,5616,0.094,0.004,0.016
10868_8#89,2011,Estonia,Europe,7482,0.094,0.003,0.016
10868_8#9,2008,France,Europe,3158,0.5,32,0.125
10868_8#90,2011,Estonia,Europe,3611,0.5,24,0.016
10868_8#91,2011,Estonia,Europe,3611,0.38,12,0.016
10868_8#92,2011,Estonia,Europe,1241,0.25,0.006,0.016
10868_8#93,2011,Estonia,Europe,7482,0.094,0.004,0.016
10868_8#94,2011,Belarus,Europe,3150,0.5,32,0.016
10868_8#95,2011,Belarus,Europe,3150,0.75,32,0.016
10900_8#1,2011,Belarus,Europe,7480,0.064,0.004,0.016
10900_8#10,2011,Poland,Europe,1861,0.25,32,0.016
10900_8#11,2011,Poland,Europe,8385,0.19,32,0.032
10900_8#12,2011,Poland,Europe,8390,0.5,0.002,0.016
10900_8#13,2011,Poland,Europe,8379,0.19,32,0.016
10900_8#14,2011,Poland,Europe,8386,0.19,32,0.064
10900_8#15,2011,Poland,Europe,1407,1,32,0.125
10900_8#16,2011,Poland,Europe,1407,0.047,4,0.032
10900_8#17,2011,Poland,Europe,1405,0.19,4,0.023
10900_8#18,2011,Poland,Europe,1407,0.5,32,0.125
10900_8#19,2011,Poland,Europe,8392,0.125,0.004,0.016
10900_8#2,2011,Belarus,Europe,1993,0.38,0.004,0.016
10900_8#20,2011,Slovenia,Europe,8654,0.125,2,0.016
10900_8#21,2011,Slovenia,Europe,5237,0.5,0.004,0.016
10900_8#22,2011,Slovenia,Europe,8658,0.19,0.008,0.016
10900_8#23,2011,Slovenia,Europe,1407,0.5,32,0.19
10900_8#24,2011,Slovenia,Europe,5405,0.19,2,0.016
10900_8#25,2012,Estonia,Europe,211,0.125,6,0.016
10900_8#26,2012,Estonia,Europe,1241,0.25,0.006,0.016
10900_8#27,2012,Estonia,Europe,7487,0.094,0.003,0.016
10900_8#28,2012,Estonia,Europe,5185,0.125,0.003,0.016
10900_8#29,2012,Estonia,Europe,-,0.032,0.003,0.016
10900_8#3,2011,Belarus,Europe,1993,0.19,0.003,0.016
10900_8#30,2012,Poland,Europe,1340,0.19,32,0.016
10900_8#31,2012,Poland,Europe,8387,0.125,8,0.032
10900_8#32,2012,Poland,Europe,8392,0.19,0.006,0.016
10900_8#33,2012,Poland,Europe,1407,0.032,6,0.032
10900_8#34,2012,Poland,Europe,4275,0.38,32,0.094
10900_8#35,2012,Poland,Europe,8387,0.25,8,0.094
10900_8#37,2012,Poland,Europe,1407,0.75,32,0.094
10900_8#38,2012,Poland,Europe,6974,0.064,0.003,0.016
10900_8#39,2012,Poland,Europe,8387,0.5,32,0.094
10900_8#40,2012,Slovenia,Europe,21,0.75,0.023,0.023
10900_8#41,2012,Slovenia,Europe,1313,4,0.004,0.016
10900_8#42,2012,Slovenia,Europe,1407,0.5,32,0.19
10900_8#43,2012,Slovenia,Europe,8662,0.094,32,0.016
10900_8#44,2012,Slovenia,Europe,2997,12,32,0.016
10900_8#45,1979,Thailand,Asia,172,0.064,0.002,0.016
10900_8#48,1996,Australia,Oceania,904,0.38,24,0.016
10900_8#49,1997,Australia,Oceania,270,0.25,0.75,0.032
10900_8#5,2011,Belarus,Europe,1407,1,12,0.016
10900_8#50,1997,Japan,Asia,4093,0.5,0.5,0.064
10900_8#51,1997,Japan,Asia,4127,0.75,0.25,0.125
10900_8#52,1998,Japan,Asia,4123,0.5,0.38,0.016
10900_8#53,1998,Japan,Asia,4068,0.38,0.5,0.094
10900_8#54,1998,China,Asia,1085,0.25,0.38,0.016
10900_8#55,1998,China,Asia,-,0.19,32,0.023
10900_8#56,1998,China,Asia,-,0.094,16,0.016
10900_8#57,1998,China,Asia,-,0.19,0.25,0.023
10900_8#58,1998,HongKong,Asia,-,0.094,6,0.016
10900_8#59,1998,Indonesia,Asia,-,0.094,0.002,0.016
10900_8#6,2011,Germany,Europe,1407,0.19,32,0.75
10900_8#60,1998,Indonesia,Asia,1691,0.032,0.002,0.016
10900_8#61,1998,Indonesia,Asia,-,0.023,0.002,0.016
10900_8#62,1998,Malaysia,Asia,147,0.25,6,0.016
10900_8#63,1998,Malaysia,Asia,8804,0.016,4,0.016
10900_8#64,1998,Philippines,Asia,-,0.032,0.003,0.016
10900_8#65,1998,Philippines,Asia,1085,0.25,0.38,0.016
10900_8#66,1998,Philippines,Asia,1083,0.19,0.38,0.016
10900_8#67,1998,Philippines,Asia,568,0.19,0.75,0.016
10900_8#68,1998,Philippines,Asia,568,0.19,0.75,0.016
10900_8#69,1998,Philippines,Asia,1083,0.125,0.25,0.016
10900_8#7,2011,France,Europe,1407,0.38,32,3
10900_8#70,1998,Philippines,Asia,-,0.032,0.002,0.016
10900_8#71,1998,Philippines,Asia,-,0.032,1.5,0.016
10900_8#72,1998,Philippines,Asia,-,0.023,0.002,0.016
10900_8#73,1998,Thailand,Asia,-,0.125,0.012,0.016
10900_8#74,1998,Thailand,Asia,3427,0.064,0.25,0.016
10900_8#75,1998,Thailand,Asia,10855,0.125,0.125,0.016
10900_8#76,1998,Thailand,Asia,-,0.094,0.064,0.016
10900_8#77,1998,Thailand,Asia,-,0.125,0.008,0.016
10900_8#78,1998,Thailand,Asia,-,0.047,0.002,0.016
10900_8#79,1998,Thailand,Asia,3032,0.19,0.125,0.016
10900_8#80,1998,Thailand,Asia,-,0.023,0.047,0.016
10900_8#81,1998,Thailand,Asia,3033,0.064,0.25,0.016
11792_4#11,2011,Vietnam,Asia,7139,0.094,3,0.016
11792_4#12,2011,Vietnam,Asia,7724,0.38,32,0.023
11792_4#13,2011,Vietnam,Asia,7154,0.25,32,0.047
11792_4#14,2011,Vietnam,Asia,7741,0.25,32,0.064
11792_4#15,2011,Vietnam,Asia,4676,0.75,32,0.094
11792_4#2,2011,Pakistan,Asia,6078,0.047,3,0.016
11792_4#26,1989,Gambia,Africa,179,0.064,0.002,0.016
11792_4#27,1990,South_Africa,Africa,181,0.19,0.008,0.023
11792_4#28,1991,South_Africa,Africa,182,0.064,0.002,0.016
11792_4#29,1991,South_Africa,Africa,183,0.032,0.002,0.016
11792_4#3,2011,Pakistan,Asia,6320,0.38,0.75,0.023
11792_4#30,1992,Tanzania,Africa,184,0.064,0.002,0.016
11792_4#32,1998,CaboVerde,Africa,758,0.016,0.002,0.016
11792_4#33,1998,CaboVerde,Africa,-,0.016,0.002,0.016
11792_4#34,1998,Gambia,Africa,3187,0.032,0.002,0.016
11792_4#35,1998,Gambia,Africa,3187,0.047,0.002,0.016
11792_4#36,1998,Gambia,Africa,3188,0.023,0.003,0.016
11792_4#37,1998,Marocko,Africa,1247,0.125,0.008,0.016
11792_4#38,1998,Marocko,Africa,-,0.25,0.016,0.016
11792_4#39,1998,Tanzania,Africa,-,0.032,0.003,0.016
11792_4#4,2011,Pakistan,Asia,6320,0.38,0.75,0.023
11792_4#40,1999,Uganda,Africa,-,0.032,0.002,0.016
11792_4#41,1999,Angola,Africa,41,0.094,0.003,0.016
11792_4#42,1999,Gambia,Africa,231,0.064,0.002,0.016
11792_4#44,1999,Guinea,Africa,-,0.023,0.002,0.016
11792_4#45,1999,Marocko,Africa,-,0.032,0.002,0.016
11792_4#46,2007,GuineaBissau,Africa,3176,0.047,0.003,0.016
11792_4#47,2007,GuineaBissau,Africa,3176,0.064,0.003,0.016
11792_4#48,2007,GuineaBissau,Africa,3187,0.047,0.002,0.016
11792_4#49,2007,GuineaBissau,Africa,3176,0.047,0.003,0.016
11792_4#5,2011,Pakistan,Asia,6079,0.094,1,0.016
11792_4#50,2007,GuineaBissau,Africa,783,0.125,0.003,0.016
11792_4#51,2007,GuineaBissau,Africa,3176,0.064,0.003,0.016
11792_4#52,2007,GuineaBissau,Africa,3177,0.064,0.004,0.016
11792_4#53,2007,GuineaBissau,Africa,3178,0.047,0.002,0.016
11792_4#54,2007,GuineaBissau,Africa,783,0.094,0.003,0.016
11792_4#55,2007,GuineaBissau,Africa,3176,0.064,0.003,0.016
11792_4#56,2007,GuineaBissau,Africa,783,0.094,0.002,0.016
11792_4#57,2007,GuineaBissau,Africa,783,0.047,0.002,0.016
11792_4#58,2007,GuineaBissau,Africa,3179,0.064,0.002,0.016
11792_4#59,2007,GuineaBissau,Africa,3377,0.25,0.002,0.016
11792_4#6,2011,Pakistan,Asia,6321,0.38,2,0.047
11792_4#60,2007,GuineaBissau,Africa,3180,0.032,0.002,0.016
11792_4#61,2007,GuineaBissau,Africa,5302,0.032,2,0.016
11792_4#62,2007,GuineaBissau,Africa,3182,0.125,0.006,0.016
11792_4#63,2007,GuineaBissau,Africa,3188,0.032,0.002,0.016
11792_4#64,2007,GuineaBissau,Africa,3183,0.094,0.003,0.016
11792_4#69,2007,GuineaBissau,Africa,3186,0.125,1.5,0.016
11792_4#70,2007,GuineaBissau,Africa,3176,0.064,0.003,0.016
11792_4#71,2007,GuineaBissau,Africa,2187,0.064,0.002,0.016
11792_4#72,2007,GuineaBissau,Africa,3376,0.064,0.002,0.016
11792_4#73,2007,GuineaBissau,Africa,3182,0.047,0.003,0.016
12045_8#76,1998,Saudi_Arabia,Asia,-,0.064,0.008,0.016
12045_8#77,2012,Spain,Europe,1407,0.75,32,4
12045_8#78,2002,UK,Europe,261,0.094,0.002,0.016
12082_1#19,2009,Norway,Europe,292,0.19,12,0.016
12082_1#20,2010,Slovenia,Europe,1407,0.5,32,0.125
12082_1#21,2012,Poland,Europe,1407,6,32,0.047
12082_1#22,1999,Japan,Asia,4062,0.38,0.5,0.125
12273_1#63,2012,Ivory_Coast,Africa,9902,0.094,0.125,0.008
12273_1#64,2012,Ivory_Coast,Africa,8525,0.047,0.125,0.008
8289_2#1,2009,USA,America,1407,1,16,0.25
8289_2#2,2009,USA,America,6712,1,16,0.015
8289_2#3,2009,USA,America,1407,1,16,0.25
8289_2#4,2009,USA,America,-,1,16,0.015
8289_2#5,2009,USA,America,-,1,16,0.5
8289_2#6,2009,USA,America,2265,1,8,0.015
8289_2#7,2009,USA,America,4986,0.5,16,0.25
8289_2#8,2009,USA,America,-,0.25,1,0.015
8289_2#9,2009,USA,America,359,0.25,0.004,0.063
8289_2#10,2009,USA,America,-,0.5,0.015,0.015
8289_2#12,2009,USA,America,-,0.25,0.015,0.06
9716_3#43,2009,USA,America,-,0.25,0.004,0.063
8289_2#14,2009,USA,America,-,0.5,0.015,0.06
9716_3#44,2009,USA,America,-,0.25,0.004,0.063
9716_3#45,2009,USA,America,-,0.25,0.015,0.06
8289_2#17,2009,USA,America,1407,1,32,0.25
8289_2#18,2009,USA,America,2992,8,0.015,0.015
8289_2#19,2009,USA,America,1407,1,32,0.25
8289_2#20,2009,USA,America,286,0.5,2,0.015
8289_2#21,2009,USA,America,1407,1,32,0.25
8289_2#22,2009,USA,America,225,0.5,16,0.06
8289_2#23,2009,USA,America,1405,0.5,16,0.25
8289_2#24,2009,USA,America,1405,0.5,4,0.06
15335_5#75,2009,USA,America,1407,0.5,16,0.25
8289_2#26,2009,USA,America,-,0.5,16,0.06
8289_2#27,2009,USA,America,1407,0.5,32,0.25
8289_2#28,2009,USA,America,1407,1,8,0.015
15335_5#76,2009,USA,America,1407,0.5,32,0.25
8289_2#30,2009,USA,America,1407,1,8,0.015
8289_2#31,2009,USA,America,1407,0.5,32,0.5
8289_2#32,2009,USA,America,9164,0.5,16,0.03
8289_2#33,2009,USA,America,2212,0.25,16,0.25
8289_2#34,2009,USA,America,7155,1,32,0.06
8289_2#35,2009,USA,America,-,1,32,0.25
8289_2#36,2009,USA,America,-,0.5,16,0.03
8289_2#37,2009,USA,America,1407,0.5,32,0.5
8289_2#38,2009,USA,America,2992,8,0.015,0.015
8289_2#39,2009,USA,America,-,1,16,0.25
8289_2#40,2009,USA,America,1288,0.125,16,0.03
8289_2#41,2009,USA,America,1407,1,16,0.25
8289_2#42,2009,USA,America,437,1,8,0.06
8289_2#43,2009,USA,America,-,1,16,0.25
8289_2#44,2009,USA,America,-,0.5,16,0.06
8289_2#45,2009,USA,America,-,1,16,0.25
8289_2#46,2009,USA,America,-,1,16,0.125
8289_2#47,2009,USA,America,-,1,16,0.25
8289_2#49,2009,USA,America,-,1,16,0.25
8289_2#50,2009,USA,America,7949,0.03,0.015,0.015
8289_2#51,2009,USA,America,-,0.5,16,0.25
8289_2#52,2009,USA,America,437,0.5,8,0.03
8289_2#53,2009,USA,America,-,1,16,0.25
8289_2#54,2009,USA,America,437,1,16,0.06
8289_2#55,2009,USA,America,1407,1,16,0.25
8289_2#56,2009,USA,America,3169,0.5,8,0.06
8289_2#57,2009,USA,America,3158,0.5,16,0.25
8289_2#58,2009,USA,America,-,0.5,16,0.03
8289_2#59,2009,USA,America,3709,1,16,0.25
8289_2#60,2009,USA,America,9164,0.5,8,0.06
15335_5#84,2009,USA,America,3158,0.5,32,0.5
8289_2#62,2009,USA,America,730,0.25,4,0.015
8289_2#63,2009,USA,America,3128,0.5,16,0.25
8289_2#64,2009,USA,America,437,1,0.015,0.06
8289_2#65,2009,USA,America,3128,0.5,16,0.25
8289_2#66,2009,USA,America,1407,1,8,0.015
8289_2#67,2009,USA,America,3149,0.5,16,0.25
8289_2#68,2009,USA,America,1407,0.5,8,0.015
8289_2#69,2009,USA,America,-,1,16,0.25
8289_2#70,2009,USA,America,6734,0.5,4,0.03
8289_2#71,2009,USA,America,5895,0.5,0.015,0.25
8289_2#72,2009,USA,America,7468,0.5,0.015,0.015
8289_2#73,2009,USA,America,5895,0.25,0.015,0.25
8289_2#74,2009,USA,America,766,0.25,0.015,0.015
8289_2#75,2009,USA,America,1407,0.5,8,0.25
8289_2#76,2009,USA,America,1407,0.25,8,0.015
8289_2#77,2009,USA,America,4378,1,16,0.25
8289_2#78,2009,USA,America,-,0.06,4,0.015
8289_2#79,2009,USA,America,3158,0.5,16,0.25
8289_2#80,2009,USA,America,690,1,16,0.015
8289_2#81,2009,USA,America,3158,0.125,16,0.25
8289_2#82,2009,USA,America,3449,0.25,16,0.06
8289_2#83,2009,USA,America,3935,0.5,0.008,0.032
8289_2#84,2009,USA,America,3935,1,0.015,0.015
8289_2#85,2009,USA,America,4533,0.5,32,0.25
8289_2#86,2009,USA,America,1440,1,4,0.03
8289_2#87,2009,USA,America,3431,0.5,32,0.25
8289_2#88,2009,USA,America,3431,0.5,16,0.125
8289_2#89,2009,USA,America,1407,1,32,0.25
8289_2#90,2009,USA,America,4205,0.25,1,0.015
8289_2#91,2010,USA,America,-,1,16,0.25
8289_2#92,2010,USA,America,730,0.25,0.015,0.06
8289_2#93,2010,USA,America,-,1,16,0.25
8289_2#94,2009,USA,America,-,1,8,0.03
8289_2#95,2010,USA,America,1407,1,16,0.25
8289_2#96,2010,USA,America,2992,16,0.015,0.03
8727_8#1,2010,USA,America,1407,0.5,16,0.5
8727_8#2,2010,USA,America,2992,16,0.015,0.03
8727_8#3,2010,USA,America,437,1,16,0.5
8727_8#4,2010,USA,America,-,0.25,0.015,0.06
8727_8#5,2010,USA,America,1407,0.125,16,0.25
8727_8#6,2010,USA,America,4951,16,16,0.125
8727_8#7,2010,USA,America,1407,0.5,16,0.25
8727_8#8,2010,USA,America,1407,4,16,0.125
8727_8#9,2010,USA,America,4269,0.5,16,0.25
8727_8#10,2010,USA,America,359,8,0.015,0.015
8727_8#11,2010,USA,America,1407,0.5,16,0.25
8727_8#12,2009,USA,America,1978,0.25,16,0.03
8727_8#13,2010,USA,America,1407,0.5,32,0.25
8289_2#11,2009,USA,America,860,0.25,0.015,0.25
8727_8#14,2010,USA,America,2992,16,0.015,0.03
8727_8#15,2010,USA,America,1407,0.5,32,0.25
9716_3#90,2009,USA,America,-,0.25,4,0.015
8727_8#17,2010,USA,America,-,0.5,32,0.25
8727_8#18,2009,USA,America,1407,0.125,2,0.015
8727_8#19,2010,USA,America,1407,0.5,16,0.5
8727_8#20,2009,USA,America,225,0.06,4,0.015
8727_8#21,2010,USA,America,1407,0.25,16,0.25
8727_8#22,2010,USA,America,-,8,0.015,0.03
8727_8#23,2010,USA,America,1407,0.25,16,0.25
8727_8#24,2009,USA,America,4198,8,0.015,0.015
8727_8#25,2010,USA,America,1407,0.5,16,0.5
8727_8#26,2010,USA,America,1978,0.25,16,0.06
8727_8#27,2010,USA,America,1407,0.5,16,0.25
8727_8#28,2010,USA,America,1407,1,16,0.125
8727_8#29,2010,USA,America,1407,0.5,16,0.25
8727_8#30,2010,USA,America,2992,0.25,0.015,0.06
8727_8#31,2010,USA,America,-,0.25,8,0.25
8727_8#32,2010,USA,America,2992,8,0.015,0.03
8727_8#33,2010,USA,America,1407,0.5,32,0.25
8727_8#34,2009,USA,America,1978,0.5,16,0.03
8727_8#35,2010,USA,America,1407,0.5,32,0.25
8727_8#36,2009,USA,America,437,0.5,16,0.06
15335_5#95,2010,USA,America,1407,0.5,32,0.25
8727_8#38,2009,USA,America,437,0.5,16,0.03
8727_8#39,2010,USA,America,1407,0.5,16,0.5
8727_8#40,2010,USA,America,-,8,0.015,0.03
8727_8#41,2010,USA,America,1407,0.5,32,0.25
8727_8#42,2010,USA,America,2992,16,0.015,0.015
8727_8#43,2010,USA,America,1407,1,32,0.25
15335_4#53,2010,USA,America,1978,1,32,0.06
8727_8#45,2010,USA,America,-,0.5,16,0.25
8727_8#46,2009,USA,America,3485,2,0.015,0.015
8727_8#47,2010,USA,America,-,0.5,16,0.25
8727_8#48,2009,USA,America,-,0.5,0.015,0.06
8727_8#49,2010,USA,America,1407,1,16,0.25
8727_8#50,2009,USA,America,3307,0.25,1,0.03
8727_8#51,2010,USA,America,-,1,16,0.25
15335_5#86,2009,USA,America,1440,0.5,4,0.03
8727_8#53,2010,USA,America,5895,0.5,0.015,0.25
8727_8#54,2009,USA,America,7132,0.5,8,0.015
8727_8#55,2010,USA,America,1407,1,16,0.25
8727_8#56,2010,USA,America,1791,0.5,16,0.06
8727_8#57,2010,USA,America,5895,0.5,0.015,0.25
15335_5#85,2009,USA,America,758,0.5,4,0.015
8727_8#59,2010,USA,America,1407,1,16,0.25
8727_8#60,2010,USA,America,9247,16,0.015,0.03
8727_8#61,2010,USA,America,1407,1,16,0.25
8727_8#62,2009,USA,America,437,0.25,16,0.03
15335_6#46,2010,USA,America,1407,0.5,8,0.25
8727_8#64,2009,USA,America,1407,1,8,0.015
8727_8#65,2010,USA,America,5895,0.5,0.015,0.25
8727_8#66,2009,USA,America,5268,0.5,0.015,0.015
8727_8#67,2010,USA,America,3431,0.5,16,0.25
8727_8#68,2009,USA,America,2493,0.25,16,0.03
8727_8#69,2010,USA,America,1407,1,16,0.25
8727_8#70,2009,USA,America,1407,1,8,0.015
8727_8#71,2010,USA,America,-,0.5,0.015,0.25
8727_8#72,2010,USA,America,225,1,16,0.06
8727_8#73,2010,USA,America,-,0.5,0.015,0.25
8727_8#74,2010,USA,America,225,0.5,16,0.06
8727_8#75,2010,USA,America,-,0.5,0.015,0.25
8727_8#76,2010,USA,America,6306,2,0.015,0.015
8727_8#77,2010,USA,America,-,1,0.015,0.25
8727_8#78,2010,USA,America,2992,16,0.015,0.03
8727_8#79,2010,USA,America,-,0.5,0.015,0.25
8727_8#80,2010,USA,America,-,16,0.015,0.015
8727_8#81,2010,USA,America,-,1,4,0.25
8727_8#82,2010,USA,America,1407,1,16,0.03
8727_8#83,2010,USA,America,3128,0.25,16,0.5
8727_8#84,2009,USA,America,-,0.25,2,0.015
8727_8#85,2010,USA,America,3128,0.25,16,0.5
8727_8#86,2009,USA,America,286,0.5,4,0.015
8727_8#87,2010,USA,America,3128,0.25,16,0.25
8727_8#88,2009,USA,America,4424,0.03,2,0.015
8727_8#89,2010,USA,America,3128,0.25,16,0.25
8727_8#90,2009,USA,America,-,0.25,2,0.03
8727_8#91,2010,USA,America,3128,0.25,16,0.25
8727_8#92,2009,USA,America,9271,0.25,1,0.03
8727_8#93,2010,USA,America,4556,1,16,0.25
8727_8#94,2010,USA,America,1861,1,16,0.03
8727_8#95,2010,USA,America,-,0.5,0.015,0.25
8727_8#96,2010,USA,America,2992,2,0.015,0.03
8727_5#43,2010,USA,America,5895,0.5,0.015,0.25
8727_5#44,2009,USA,America,6734,0.5,4,0.015
8727_5#45,2010,USA,America,1407,0.5,16,0.25
8727_5#46,2010,USA,America,437,1,16,0.03
8727_5#47,2010,USA,America,-,0.5,0.004,0.25
8727_5#48,2009,USA,America,4198,16,0.015,0.015
8727_5#49,2010,USA,America,-,0.5,0.004,0.25
8727_5#50,2009,USA,America,-,0.125,0.015,0.015
8727_5#51,2010,USA,America,5895,0.5,0.004,0.25
8727_5#52,2009,USA,America,4198,8,0.015,0.03
8727_5#53,2010,USA,America,5895,0.5,0.015,0.25
8727_5#54,2010,USA,America,-,8,0.015,0.015
8727_5#55,2010,USA,America,1407,1,16,0.25
8727_5#56,2009,USA,America,225,0.06,4,0.015
8727_5#57,2010,USA,America,-,0.5,0.015,0.25
8727_5#58,2009,USA,America,-,1,8,0.015
8727_5#59,2010,USA,America,-,0.5,0.015,0.25
8727_5#60,2009,USA,America,3307,0.25,1,0.03
8727_5#61,2010,USA,America,5895,0.25,0.015,0.25
8727_5#62,2009,USA,America,4405,0.25,1,0.03
8727_5#63,2010,USA,America,5895,0.5,0.004,0.5
8727_5#64,2009,USA,America,286,0.5,2,0.015
8727_5#65,2010,USA,America,5895,0.25,0.015,0.25
8727_5#66,2009,USA,America,3307,0.25,2,0.015
8727_5#67,2010,USA,America,-,0.5,0.015,0.25
8727_5#68,2009,USA,America,2992,16,0.015,0.015
8727_5#69,2010,USA,America,-,0.5,0.015,0.25
8727_5#70,2009,USA,America,286,0.06,2,0.015
8727_5#71,2010,USA,America,5895,0.5,0.015,0.25
15335_5#80,2009,USA,America,6734,0.5,4,0.015
8727_5#73,2010,USA,America,5895,0.5,0.015,0.25
8727_5#74,2009,USA,America,4198,8,0.015,0.015
8727_5#75,2010,USA,America,5895,0.5,0.015,0.25
8727_5#76,2010,USA,America,-,16,0.015,0.015
8727_5#77,2010,USA,America,6632,1,16,0.25
8727_5#78,2009,USA,America,-,2,0.015,0.015
8727_5#79,2010,USA,America,6632,0.5,16,0.25
8727_5#80,2010,USA,America,-,8,0.015,0.015
8727_5#81,2010,USA,America,3158,0.25,32,0.25
8727_5#82,2010,USA,America,1978,0.5,32,0.06
8727_5#83,2010,USA,America,1407,0.5,32,0.25
8727_5#84,2010,USA,America,1978,0.5,32,0.06
8727_5#85,2010,USA,America,1407,0.25,16,0.25
8727_5#86,2010,USA,America,1978,0.5,32,0.06
8727_5#87,2010,USA,America,1407,0.25,16,0.25
8727_5#88,2009,USA,America,1103,0.5,32,0.06
15335_6#50,2010,USA,America,1407,0.5,16,0.5
8727_5#90,2010,USA,America,323,0.5,32,0.06
8727_5#91,2010,USA,America,1407,0.5,16,0.5
8727_5#92,2010,USA,America,-,0.25,4,0.063
15335_5#35,2006,USA,America,69,1,0.004,0.002
15335_2#43,2006,USA,America,40,1,0.004,0.002
17176_1#82,2001,USA,America,1687,0.25,0.004,0.002
15335_4#44,2006,USA,America,-,8,0.004,0.002
15335_4#13,2005,USA,America,multiple,2,0.008,0.004
17176_1#39,2004,USA,America,-,0.5,0.004,0.004
17150_8#77,2000,USA,America,8098,4,0.008,0.004
8289_2#25,2009,USA,America,1407,0.5,16,0.25
