Sample_ID,Year,Country,Continent,NG_MAST,azm_mic,cip_mic,cfx_mic
17651_3#11,2013,France,Europe,645,0.125,0.008,0.016
17651_3#12,2013,France,Europe,225,0.38,32,0.023
17651_3#13,2013,France,Europe,11207,0.25,32,0.125
17651_3#14,2013,France,Europe,3149,0.38,32,0.125
17651_3#15,2013,France,Europe,21,0.25,0.016,0.023
17651_3#16,2013,France,Europe,645,0.125,0.008,0.016
17651_3#17,2013,France,Europe,multiple,0.19,32,0.047
17651_3#18,2013,France,Europe,225,0.25,32,0.023
17651_3#19,2013,France,Europe,11106,0.19,32,0.19
17651_3#2,2013,France,Europe,multiple,0.023,0.006,0.016
17651_3#20,2013,France,Europe,51,0.064,0.006,0.016
17651_3#21,2013,France,Europe,2,0.047,0.004,0.016
17651_3#22,2013,France,Europe,645,0.094,0.008,0.016
17651_3#23,2013,France,Europe,11353,0.064,0.008,0.016
17651_3#24,2013,France,Europe,186,0.064,0.006,0.016
17651_3#25,2013,France,Europe,11354,0.5,32,0.19
17651_3#26,2013,France,Europe,11355,0.064,0.006,0.016
17651_3#27,2013,France,Europe,5793,0.19,0.006,0.016
17651_3#28,2013,France,Europe,5624,0.19,3,0.016
17651_3#29,2013,France,Europe,645,0.094,0.004,0.016
17651_3#3,2013,France,Europe,11352,0.19,24,0.047
17651_3#30,2013,France,Europe,11356,0.38,0.008,0.016
17651_3#31,2013,France,Europe,645,0.5,0.003,0.016
17651_3#32,2013,France,Europe,11204,0.125,0.004,0.016
17651_3#33,2013,France,Europe,4995,0.19,4,0.016
17651_3#34,2013,France,Europe,5441,0.19,0.006,0.016
17651_3#35,2013,France,Europe,2992,0.25,0.006,0.016
17651_3#36,2013,France,Europe,9909,0.094,0.008,0.016
17651_3#37,2013,France,Europe,5793,0.094,0.006,0.016
17651_3#38,2013,France,Europe,11205,0.064,0.006,0.016
17651_3#39,2013,France,Europe,11103,0.25,4,0.016
17651_3#4,2013,France,Europe,11352,0.25,32,0.047
17651_3#40,2013,France,Europe,11357,0.047,1,0.016
17651_3#41,2013,France,Europe,11358,0.047,0.004,0.016
17651_3#42,2013,France,Europe,5624,0.19,3,0.016
17651_3#43,2013,France,Europe,3149,0.25,4,0.023
17651_3#44,2013,France,Europe,4995,0.25,12,0.016
17651_3#45,2013,France,Europe,11357,0.032,1,0.016
17651_3#46,2013,France,Europe,2992,0.19,0.006,0.016
17651_3#47,2013,France,Europe,11210,0.032,0.5,0.016
17651_3#48,2013,France,Europe,1861,0.25,32,0.016
17651_3#49,2013,France,Europe,9806,0.19,0.25,0.016
17651_3#5,2013,France,Europe,11352,0.094,32,0.047
17651_3#50,2013,France,Europe,3378,0.5,32,0.125
17651_3#51,2013,France,Europe,11104,0.125,1.5,0.016
17651_3#52,2013,France,Europe,2400,0.25,32,0.047
17651_3#53,2013,France,Europe,9925,0.25,0.006,0.016
17651_3#54,2013,France,Europe,4995,0.19,12,0.016
17651_3#6,2013,France,Europe,8115,0.25,24,0.023
17651_3#7,2013,France,Europe,11018,0.094,32,0.19
17651_3#8,2013,France,Europe,9802,0.38,0.008,0.023
17651_3#9,2013,France,Europe,11105,0.047,0.004,0.016
17794_3#45,2013,UK,Europe,11003,0.25,0.03,0.004
17794_3#46,2013,UK,Europe,2992,0.25,0.03,0.008
17794_3#47,2013,UK,Europe,2992,0.25,0.03,0.008
17794_3#48,2013,UK,Europe,2992,0.25,0.03,0.008
17794_3#49,2013,UK,Europe,1317,0.125,8,0.008
18090_3#36,2013,Austria,Europe,3785,NA,NA,0.016
18090_3#38,2013,Italy,Europe,6360,0.016,16,0.023
18090_3#39,2013,Italy,Europe,1407,0.016,32,0.094
18090_3#40,2013,Italy,Europe,10565,0.016,32,0.016
18090_3#41,2013,Slovakia,Europe,1407,NA,NA,0.094
18090_3#42,2013,Slovakia,Europe,3431,0.5,NA,0.094
18090_3#43,2013,Norway,Europe,1766,NA,NA,0.032
18090_3#44,2013,Slovenia,Europe,10801,NA,NA,0.016
18090_3#45,2013,Hungary,Europe,995,NA,NA,0.016
18090_3#46,2013,Hungary,Europe,8115,NA,NA,0.023
18090_3#47,2013,Hungary,Europe,1407,NA,NA,0.125
18090_3#48,2013,Hungary,Europe,11052,NA,NA,0.064
18090_3#49,2013,Hungary,Europe,225,NA,NA,0.016
18090_3#50,2013,Hungary,Europe,4995,NA,NA,0.016
18090_3#51,2013,Hungary,Europe,1407,NA,NA,0.094
18090_3#52,2013,Slovakia,Europe,2970,NA,NA,0.023
18090_3#53,2013,Slovakia,Europe,10039,0.5,NA,0.016
18090_3#54,2013,Slovakia,Europe,2400,NA,NA,0.023
18090_3#55,2013,Belgium,Europe,387,0.06,0.004,0.002
18090_3#56,2013,Germany,Europe,3158,NA,NA,0.016
18090_3#57,2013,Germany,Europe,13300,NA,0.004,0.008
18090_3#58,2013,Germany,Europe,9925,NA,NA,0.016
18090_3#59,2013,Germany,Europe,4995,NA,NA,0.016
18090_3#60,2013,Germany,Europe,2992,NA,NA,0.016
18090_3#61,2013,Germany,Europe,359,NA,NA,0.032
18090_3#62,2013,Germany,Europe,4995,NA,NA,0.016
18623_5#41,2013,UK,Europe,4995,0.25,16,0.016
SRR3361307,NA,UK,Europe,-,0.5,0.015,0.015
SRR3361308,NA,UK,Europe,51,0.06,0.015,0.008
SRR3357011,NA,UK,Europe,1407,0.5,32,0.25
SRR3361310,NA,UK,Europe,1407,0.5,32,0.004
SRR3361311,NA,UK,Europe,1407,0.5,16,0.125
SRR3361312,NA,UK,Europe,1407,0.5,32,0.015
SRR3349516,NA,UK,Europe,1407,0.5,32,0.03
SRR3361313,NA,UK,Europe,25,0.03,0.03,0.06
SRR3361314,NA,UK,Europe,225,0.25,32,0.125
SRR3361315,NA,UK,Europe,951,0.125,0.03,0.002
SRR3349518,NA,UK,Europe,4995,0.25,8,0.008
SRR3360913,NA,UK,Europe,40,0.125,0.015,0.008
SRR3361317,NA,UK,Europe,822,1,0.5,0.125
SRR3361318,NA,UK,Europe,273,0.06,0.03,0.06
SRR3361320,NA,UK,Europe,-,0.25,0.015,0.008
SRR3361321,NA,UK,Europe,1407,0.5,32,0.008
SRR3360917,NA,UK,Europe,748,0.125,0.015,0.015
SRR3361322,NA,UK,Europe,8234,0.06,0.015,0.008
SRR3349526,NA,UK,Europe,3935,0.25,0.015,0.125
SRR3360921,NA,UK,Europe,-,0.5,0.015,0.015
SRR3361324,NA,UK,Europe,1861,0.03,16,0.004
SRR3360924,NA,UK,Europe,766,0.03,0.015,0.125
SRR3361325,NA,UK,Europe,1407,0.5,32,0.03
SRR3361326,NA,UK,Europe,3,0.125,0.015,0.015
SRR3360926,NA,UK,Europe,5,0.125,0.03,0.008
SRR3349538,NA,UK,Europe,3806,0.5,32,0.002
SRR3360930,NA,UK,Europe,225,0.25,32,0.03
SRR3361328,NA,UK,Europe,5077,0.125,0.03,0.002
SRR3361329,NA,UK,Europe,3149,0.25,32,0.002
SRR3361332,NA,UK,Europe,5,0.25,0.015,0.015
SRR3361333,NA,UK,Europe,785,0.25,0.015,0.06
SRR3361336,NA,UK,Europe,225,0.25,32,NA
SRR3361337,NA,UK,Europe,1407,0.25,32,0.015
SRR3357028,NA,UK,Europe,1407,0.25,32,0.125
SRR3360936,NA,UK,Europe,377,0.5,0.015,0.015
SRR3349544,NA,UK,Europe,25,0.06,0.015,0.015
SRR3361338,NA,UK,Europe,1687,0.125,0.03,0.008
SRR3360939,NA,UK,Europe,40,0.125,0.015,0.004
SRR3361340,NA,UK,Europe,-,0.125,0.015,0.125
SRR3361341,NA,UK,Europe,1582,0.03,4,0.015
SRR3361342,NA,UK,Europe,1407,0.5,32,0.03
SRR3349546,NA,UK,Europe,217,0.06,8,0.015
SRR3361343,NA,UK,Europe,387,0.06,0.03,0.008
SRR3361344,NA,UK,Europe,1407,0.25,16,0.125
SRR3361345,NA,UK,Europe,5341,0.125,0.015,0.004
SRR3361346,NA,UK,Europe,147,0.25,8,0.008
SRR3361347,NA,UK,Europe,1407,0.25,32,NA
SRR3360943,NA,UK,Europe,4,0.5,0.015,NA
SRR3360944,NA,UK,Europe,289,0.5,4,NA
SRR3361349,NA,UK,Europe,758,0.25,0.015,NA
SRR3361350,NA,UK,Europe,6129,0.125,0.015,NA
SRR3361351,NA,UK,Europe,1440,0.25,16,NA
SRR3349554,NA,UK,Europe,2992,0.125,0.015,NA
SRR3357077,NA,UK,Europe,2992,0.125,0.015,NA
SRR3360947,NA,UK,Europe,-,0.125,0.015,NA
SRR3349557,NA,UK,Europe,2992,1,0.015,NA
SRR3361352,NA,UK,Europe,-,0.125,0.015,NA
SRR3360949,NA,UK,Europe,225,0.25,32,NA
SRR3361353,NA,UK,Europe,359,0.25,0.015,NA
SRR3361354,NA,UK,Europe,4275,0.5,32,NA
SRR3361355,NA,UK,Europe,758,0.125,0.015,NA
SRR3361356,NA,UK,Europe,1978,0.25,32,NA
SRR3360605,NA,UK,Europe,822,0.5,32,NA
SRR3360606,NA,UK,Europe,1479,0.125,2,NA
SRR3360950,NA,UK,Europe,210,0.125,0.015,NA
SRR3349563,NA,UK,Europe,645,0.125,0.015,NA
SRR3360607,NA,UK,Europe,-,0.25,1,NA
SRR3360953,NA,UK,Europe,730,0.25,0.015,NA
SRR3360608,NA,UK,Europe,51,0.125,0.015,NA
SRR3360609,NA,UK,Europe,359,0.125,0.015,NA
SRR3360610,NA,UK,Europe,-,0.125,32,NA
SRR3360612,NA,UK,Europe,1407,0.25,16,NA
SRR3360613,NA,UK,Europe,2476,0.25,0.015,NA
SRR3360614,NA,UK,Europe,2400,0.25,16,NA
SRR3349568,NA,UK,Europe,217,0.06,8,NA
SRR3360615,NA,UK,Europe,3344,0.125,4,NA
SRR3349573,NA,UK,Europe,10645,0.25,16,NA
SRR3360616,NA,UK,Europe,1407,0.5,32,NA
SRR3360617,NA,UK,Europe,1407,0.5,32,NA
SRR3360618,NA,UK,Europe,2202,0.5,8,NA
SRR3360619,NA,UK,Europe,1407,0.5,32,NA
SRR3349577,NA,UK,Europe,1780,0.125,0.015,NA
SRR3360622,NA,UK,Europe,1407,0.5,8,NA
SRR3360964,NA,UK,Europe,210,0.125,0.015,NA
SRR3360624,NA,UK,Europe,1582,0.125,2,NA
SRR3360625,NA,UK,Europe,1479,0.125,2,NA
SRR3360967,NA,UK,Europe,-,0.06,0.015,NA
SRR3360970,NA,UK,Europe,147,0.125,8,NA
SRR3360627,NA,UK,Europe,757,0.5,8,NA
SRR3360628,NA,UK,Europe,1407,0.25,16,NA
SRR3357157,NA,UK,Europe,5588,0.25,32,NA
SRR3360629,NA,UK,Europe,-,0.125,8,NA
SRR3360630,NA,UK,Europe,-,0.03,0.015,NA
SRR3360632,NA,UK,Europe,2202,0.5,8,NA
SRR3360980,NA,UK,Europe,147,0.25,8,NA
SRR3360633,NA,UK,Europe,1407,0.5,32,NA
SRR3360634,NA,UK,Europe,-,0.125,8,NA
SRR3357160,NA,UK,Europe,5230,0.125,0.015,NA
SRR3360981,NA,UK,Europe,5,0.03,0.015,NA
SRR3360982,NA,UK,Europe,709,0.03,0.015,NA
SRR3360983,NA,UK,Europe,202,0.5,8,NA
SRR3360635,NA,UK,Europe,1780,0.125,0.015,NA
SRR3360984,NA,UK,Europe,596,0.5,8,NA
SRR3360636,NA,UK,Europe,-,0.03,0.015,NA
SRR3360637,NA,UK,Europe,2226,0.25,16,NA
SRR3360638,NA,UK,Europe,359,0.125,0.015,NA
SRR3360639,NA,UK,Europe,1440,0.25,16,NA
SRR3360991,NA,UK,Europe,377,0.06,0.015,NA
SRR3360640,NA,UK,Europe,2992,1,0.03,NA
SRR3360641,NA,UK,Europe,2400,0.25,16,NA
SRR3360642,NA,UK,Europe,2992,0.25,0.03,NA
SRR3360993,NA,UK,Europe,210,0.06,0.015,NA
SRR3360644,NA,UK,Europe,1737,0.125,8,NA
SRR3360645,NA,UK,Europe,1407,0.5,32,NA
SRR3360646,NA,UK,Europe,766,0.125,0.015,NA
SRR3360647,NA,UK,Europe,-,0.06,0.03,NA
SRR3360648,NA,UK,Europe,1407,0.5,32,NA
SRR3360649,NA,UK,Europe,1440,0.25,16,NA
SRR3360650,NA,UK,Europe,2992,0.25,0.03,NA
SRR3360651,NA,UK,Europe,1582,0.03,4,NA
SRR3349601,NA,UK,Europe,13730,0.125,16,NA
SRR3360652,NA,UK,Europe,5027,0.06,4,NA
SRR3360766,NA,UK,Europe,4,0.5,0.015,NA
SRR3360653,NA,UK,Europe,5,0.25,0.015,NA
SRR3360654,NA,UK,Europe,51,0.06,0.015,NA
SRR3360771,NA,UK,Europe,210,0.06,0.015,NA
SRR3360772,NA,UK,Europe,147,0.125,8,NA
SRR3360774,NA,UK,Europe,202,0.25,8,NA
SRR3357181,NA,UK,Europe,1407,0.5,32,NA
SRR3360658,NA,UK,Europe,1407,0.25,16,NA
SRR3360659,NA,UK,Europe,1407,0.25,32,NA
SRR3357186,NA,UK,Europe,1407,0.015,8,NA
SRR3360810,NA,UK,Europe,1248,0.125,0.015,NA
SRR3360811,NA,UK,Europe,69,0.25,0.015,NA
SRR3360661,NA,UK,Europe,1780,0.125,0.015,NA
SRR3360662,NA,UK,Europe,1200,0.03,0.015,NA
SRR3349615,NA,UK,Europe,-,0.125,16,NA
SRR3360813,NA,UK,Europe,225,0.125,32,NA
SRR3360663,NA,UK,Europe,-,0.25,0.015,NA
SRR3360664,NA,UK,Europe,225,0.25,32,NA
SRR3360665,NA,UK,Europe,6837,0.03,0.015,NA
SRR3360667,NA,UK,Europe,147,0.25,32,NA
SRR3360669,NA,UK,Europe,359,0.06,0.015,NA
SRR3360670,NA,UK,Europe,359,0.5,0.015,NA
SRR3360671,NA,UK,Europe,225,0.5,32,NA
SRR3357191,NA,UK,Europe,1407,0.5,32,NA
SRR3360672,NA,UK,Europe,2395,0.125,2,NA
SRR3357192,NA,UK,Europe,1407,0.5,32,NA
SRR3360674,NA,UK,Europe,1407,0.03,8,NA
SRR3360827,NA,UK,Europe,69,0.5,0.015,NA
SRR3360829,NA,UK,Europe,210,0.125,0.015,NA
SRR3357194,NA,UK,Europe,1407,0.06,8,NA
SRR3360675,NA,UK,Europe,225,0.5,32,NA
SRR3360832,NA,UK,Europe,1315,0.25,0.015,NA
SRR3360677,NA,UK,Europe,-,0.125,0.015,NA
SRR3360678,NA,UK,Europe,1479,0.25,4,NA
SRR3360679,NA,UK,Europe,5793,0.125,0.03,NA
SRR3360680,NA,UK,Europe,2400,0.25,16,NA
SRR3360681,NA,UK,Europe,3006,0.5,8,NA
SRR3360836,NA,UK,Europe,210,0.125,0.015,NA
SRR3360683,NA,UK,Europe,387,0.06,0.03,NA
SRR3360684,NA,UK,Europe,2202,0.25,8,NA
SRR3360685,NA,UK,Europe,730,0.125,0.015,NA
SRR3360686,NA,UK,Europe,1407,0.5,32,NA
SRR3360687,NA,UK,Europe,7344,0.125,0.015,NA
SRR3360688,NA,UK,Europe,-,8,0.015,NA
SRR3357229,NA,UK,Europe,6306,0.125,0.015,NA
SRR3360689,NA,UK,Europe,3391,0.25,0.015,NA
SRR3357246,NA,UK,Europe,-,0.125,0.015,NA
SRR3360690,NA,UK,Europe,1780,0.125,0.015,NA
SRR3360691,NA,UK,Europe,1479,0.125,2,NA
SRR3360692,NA,UK,Europe,26,0.125,0.015,NA
SRR3360693,NA,UK,Europe,1407,0.5,16,NA
SRR3360846,NA,UK,Europe,147,0.5,32,NA
SRR3360694,NA,UK,Europe,-,0.25,16,NA
SRR3360696,NA,UK,Europe,1780,0.125,0.03,NA
SRR3360697,NA,UK,Europe,1479,0.125,2,NA
SRR3357252,NA,UK,Europe,1407,0.5,32,NA
SRR3360698,NA,UK,Europe,2400,0.25,16,NA
SRR3349658,NA,UK,Europe,3935,0.25,0.015,NA
SRR3360700,NA,UK,Europe,-,0.25,1,NA
SRR3360851,NA,UK,Europe,3006,0.125,8,NA
SRR3360701,NA,UK,Europe,359,0.25,0.015,NA
SRR3360702,NA,UK,Europe,6342,0.25,32,NA
SRR3360703,NA,UK,Europe,3112,0.5,16,NA
SRR3360854,NA,UK,Europe,249,0.03,0.015,NA
SRR3360704,NA,UK,Europe,-,0.25,16,NA
SRR3360705,NA,UK,Europe,6129,0.06,0.015,NA
SRR3357260,NA,UK,Europe,-,0.125,0.015,NA
SRR3360706,NA,UK,Europe,4758,0.125,0.03,NA
SRR3360707,NA,UK,Europe,1407,0.5,32,NA
SRR3360708,NA,UK,Europe,470,8,0.03,NA
SRR3357263,NA,UK,Europe,1407,0.5,32,NA
SRR3360709,NA,UK,Europe,1407,0.5,32,NA
SRR3360710,NA,UK,Europe,2992,0.25,0.03,NA
SRR3360711,NA,UK,Europe,1407,0.5,32,NA
SRR3357264,NA,UK,Europe,2992,0.125,0.015,NA
SRR3360712,NA,UK,Europe,1407,0.25,16,NA
SRR3360713,NA,UK,Europe,-,0.06,8,NA
SRR3360714,NA,UK,Europe,1407,0.5,16,NA
SRR3360867,NA,UK,Europe,338,0.06,8,NA
SRR3349673,NA,UK,Europe,6360,0.125,16,NA
SRR3360715,NA,UK,Europe,6129,0.125,0.015,NA
SRR3360716,NA,UK,Europe,1440,0.125,16,NA
SRR3360717,NA,UK,Europe,1195,8,0.015,NA
SRR3360718,NA,UK,Europe,1407,0.5,32,NA
SRR3360872,NA,UK,Europe,377,0.06,0.015,NA
SRR3360719,NA,UK,Europe,1407,0.5,32,NA
SRR3360720,NA,UK,Europe,225,0.5,32,NA
SRR3360721,NA,UK,Europe,21,0.125,0.015,NA
SRR3349688,NA,UK,Europe,1407,0.5,16,NA
SRR3357288,NA,UK,Europe,3520,0.5,16,NA
SRR3360722,NA,UK,Europe,6129,0.125,0.015,NA
SRR3357289,NA,UK,Europe,-,0.125,2,NA
SRR3360876,NA,UK,Europe,210,0.125,0.015,NA
SRR3360723,NA,UK,Europe,1407,0.25,16,NA
SRR3357305,NA,UK,Europe,5485,0.25,0.015,NA
SRR3360883,NA,UK,Europe,-,0.03,0.125,NA
SRR3360725,NA,UK,Europe,2,0.125,0.03,NA
SRR3360726,NA,UK,Europe,210,0.125,0.015,NA
SRR3360727,NA,UK,Europe,1730,0.25,0.03,NA
SRR3360728,NA,UK,Europe,1407,0.25,16,NA
SRR3360729,NA,UK,Europe,33,0.06,0.015,NA
SRR3360730,NA,UK,Europe,758,0.25,0.015,NA
SRR3360731,NA,UK,Europe,-,0.25,16,NA
SRR3360889,NA,UK,Europe,437,0.125,8,NA
SRR3360733,NA,UK,Europe,1407,0.25,32,NA
SRR3360734,NA,UK,Europe,2,0.125,0.03,NA
SRR3360735,NA,UK,Europe,6837,0.06,0.03,NA
SRR3360736,NA,UK,Europe,-,0.125,8,NA
SRR3360890,NA,UK,Europe,721,0.125,0.015,NA
SRR3360737,NA,UK,Europe,51,0.06,0.015,NA
SRR3360738,NA,UK,Europe,3150,0.125,32,NA
SRR3357314,NA,UK,Europe,2055,0.25,32,NA
SRR3360740,NA,UK,Europe,8652,0.25,0.03,NA
SRR3360893,NA,UK,Europe,147,0.25,16,NA
SRR3360743,NA,UK,Europe,1407,0.25,32,NA
SRR3360745,NA,UK,Europe,2992,0.25,0.015,NA
SRR3349726,NA,UK,Europe,26,0.125,0.015,NA
SRR3360746,NA,UK,Europe,2992,0.25,0.03,NA
SRR3360747,NA,UK,Europe,1813,0.125,0.015,NA
SRR3360748,NA,UK,Europe,1407,0.5,32,NA
SRR3360749,NA,UK,Europe,-,0.25,0.015,NA
SRR3360750,NA,UK,Europe,1479,0.125,4,NA
SRR3360751,NA,UK,Europe,289,0.5,16,NA
SRR3360752,NA,UK,Europe,1407,0.5,32,NA
SRR3360753,NA,UK,Europe,1407,0.5,16,NA
SRR3360754,NA,UK,Europe,1813,0.25,0.015,NA
SRR3360755,NA,UK,Europe,1407,0.5,32,NA
10356_1#1,1998,Brasil,America,64,0.032,0.002,0.016
10356_1#10,2008,Brasil,America,3791,0.125,0.19,0.016
10356_1#11,2008,Chile,America,3795,0.75,6,0.016
10356_1#12,2008,Ecuador,America,3771,0.064,0.006,0.016
10356_1#15,1998,USA,America,270,0.125,32,0.016
10356_1#16,1998,USA,America,64,0.094,0.002,0.016
10356_1#17,1998,USA,America,26,0.094,0.002,0.016
10356_1#18,1998,USA,America,-,0.125,0.003,0.016
10356_1#19,1998,USA,America,272,0.064,0.002,0.016
10356_1#2,1998,Caribbean,America,-,0.023,0.002,0.016
10356_1#21,2003,USA,America,925,0.25,32,0.38
10356_1#22,1986,UK,Europe,6207,0.094,0.003,0.016
10356_1#23,1989,UK,Europe,173,0.19,0.002,0.016
10356_1#24,1989,UK,Europe,12,0.047,0.002,0.016
10356_1#25,1989,UK,Europe,6208,0.032,0.002,0.016
10356_1#26,1990,UK,Europe,8,0.094,0.003,0.016
10356_1#27,1993,UK,Europe,170,0.094,0.002,0.016
10356_1#28,1993,UK,Europe,175,0.032,0.002,0.016
10356_1#29,1993,UK,Europe,176,0.19,0.002,0.016
10356_1#3,1998,Cuba,America,-,0.016,0.003,0.016
10356_1#30,1993,UK,Europe,177,0.125,0.19,0.016
10356_1#31,1993,UK,Europe,178,0.125,0.006,0.032
10356_1#32,1998,Denmark,Europe,41,0.094,0.002,0.016
10356_1#33,1998,Denmark,Europe,-,0.094,0.002,0.016
10356_1#34,1998,Denmark,Europe,21,0.19,0.008,0.023
10356_1#35,1998,Denmark,Europe,7289,0.19,0.008,0.016
10356_1#36,1998,Denmark,Europe,85,0.094,0.003,0.016
10356_1#37,1999,Denmark,Europe,685,0.064,0.003,0.016
10356_1#38,1998,France,Europe,132,0.032,0.003,0.016
10356_1#39,1998,France,Europe,85,0.094,0.002,0.016
10356_1#4,1998,Cuba,America,-,0.032,0.002,0.016
10356_1#40,1998,Germany,Europe,356,0.016,0.002,0.016
10356_1#41,1998,Germany,Europe,12970,0.047,0.008,0.016
10356_1#42,1998,Germany,Europe,-,0.064,0.002,0.016
10356_1#43,1998,Greece,Europe,495,0.25,0.012,0.016
10356_1#44,1998,Greece,Europe,495,0.25,0.008,0.016
10356_1#45,1998,Greece,Europe,495,0.25,0.012,0.016
10356_1#46,1998,Greece,Europe,-,0.19,0.25,0.016
10356_1#47,1998,Greece,Europe,-,0.125,0.006,0.016
10356_1#48,1998,Hungary,Europe,-,0.094,0.002,0.016
10356_1#49,1998,Italy,Europe,69,0.25,0.003,0.016
10356_1#5,1998,Cuba,America,-,0.047,0.002,0.016
10356_1#50,1998,Italy,Europe,685,0.094,0.002,0.016
10356_1#51,1998,Norway,Europe,-,0.047,0.002,0.016
10356_1#52,1998,Poland,Europe,1152,0.032,0.002,0.016
10356_1#53,1998,Poland,Europe,-,0.016,0.002,0.016
10356_1#54,1998,Romania,Europe,495,0.064,0.008,0.016
10356_1#55,1998,Russia,Asia,807,0.064,0.002,0.016
10356_1#56,1998,Russia,Asia,-,0.125,0.003,0.016
10356_1#57,1998,Russia,Asia,950,0.032,0.002,0.016
10356_1#58,1998,Spain,Europe,272,0.125,0.003,0.016
10356_1#59,1998,Spain,Europe,5,0.38,0.008,0.023
10356_1#6,1998,Cuba,America,-,0.047,0.002,0.016
10356_1#60,1998,Spain,Europe,8,0.047,0.002,0.016
10356_1#61,1998,Spain,Europe,5,0.5,0.008,0.016
10356_1#62,1998,The Netherlands,Europe,-,0.023,0.002,0.016
10356_1#63,1998,Turkey,Asia,2886,0.047,0.002,0.016
10356_1#64,1998,UK,Europe,10503,0.38,0.006,0.023
10356_1#66,1998,UK,Europe,1083,0.19,0.25,0.016
10356_1#67,1998,UK,Europe,8,0.047,0.002,0.016
10356_1#68,1998,UK,Europe,85,0.094,0.002,0.016
10356_1#69,1999,France,Europe,685,2,0.002,0.016
10356_1#7,1998,Jamaica,America,545,0.016,0.002,0.016
10356_1#70,1999,Lithuania,Europe,-,0.125,0.002,0.016
10356_1#71,1999,Poland,Europe,-,0.016,0.002,0.016
10356_1#72,1999,Spain,Europe,-,0.125,0.006,0.016
10356_1#73,1999,Spain,Europe,64,0.094,0.002,0.016
10356_1#74,1999,The Netherlands,Europe,277,0.125,0.002,0.016
10356_1#75,1999,Turkey,Asia,2599,0.094,0.003,0.016
10356_1#76,1999,Turkey,Asia,-,0.032,0.002,0.016
10356_1#77,1999,UK,Europe,247,0.094,0.064,0.016
10356_1#78,2002,Denmark,Europe,210,0.064,0.002,0.016
10356_1#79,2002,Denmark,Europe,292,0.064,0.002,0.016
10356_1#8,1998,Jamaica,America,1324,0.125,0.003,0.016
10356_1#80,2003,UK,Europe,1619,0.047,0.19,0.064
10356_1#81,2004,Scotland,Europe,210,0.125,0.003,0.016
10356_1#82,2004,Scotland,Europe,292,0.19,0.006,0.016
10356_1#83,2004,UK,Europe,210,0.032,0.002,0.016
10356_1#84,2004,Russia,Asia,1516,0.125,6,0.016
10356_1#85,2004,Russia,Asia,1517,0.5,0.016,0.023
10356_1#86,2004,Russia,Asia,758,1,0.75,0.023
10356_1#87,2004,Russia,Asia,1537,0.75,0.016,0.016
10356_1#88,2004,Russia,Asia,285,0.75,32,0.023
10356_1#89,2004,Russia,Asia,387,0.125,8,0.016
10356_1#9,2008,Argentina,America,2992,0.5,0.008,0.016
10356_1#90,2004,Russia,Asia,1525,0.094,0.003,0.016
10356_1#91,2004,Russia,Asia,1538,0.19,0.003,0.016
10356_1#92,2004,Russia,Asia,1524,0.094,0.004,0.016
10356_1#93,2004,Russia,Asia,1532,0.38,0.006,0.016
10356_1#94,2005,Scotland,Europe,210,0.125,0.003,0.016
10625_6#1,1999,Thailand,Asia,3033,0.064,0.25,0.016
10625_6#10,2000,Japan,Asia,4027,0.19,32,0.125
10625_6#12,2001,Japan,Asia,4091,0.75,6,0.016
10625_6#13,2001,Japan,Asia,1424,0.38,32,0.125
10625_6#14,2001,Japan,Asia,4101,0.5,32,0.125
10625_6#15,2001,Japan,Asia,3588,0.75,0.5,0.094
10625_6#16,2001,Japan,Asia,1677,0.38,32,0.25
10625_6#17,2001,Japan,Asia,1783,0.5,32,0.023
10625_6#18,2001,Japan,Asia,7328,0.75,32,0.19
10625_6#19,2001,Japan,Asia,8132,0.5,32,0.125
10625_6#2,1999,Thailand,Asia,-,0.016,2,0.016
10625_6#21,2004,Australia,Oceania,210,0.064,0.003,0.016
10625_6#22,2004,Australia,Oceania,292,0.064,0.002,0.016
10625_6#23,2004,Australia,Oceania,1260,0.064,0.003,0.016
10625_6#24,2004,Australia,Oceania,1257,0.125,0.25,0.016
10625_6#25,2004,Australia,Oceania,1258,0.094,0.002,0.016
10625_6#26,2004,Australia,Oceania,64,0.023,0.002,0.016
10625_6#27,2004,New_Zealand,Oceania,210,0.032,0.002,0.016
10625_6#28,2004,New_Zealand,Oceania,292,0.047,0.003,0.016
10625_6#29,2005,Japan,Asia,4115,0.5,32,0.25
10625_6#3,1999,Thailand,Asia,-,0.125,0.125,0.016
10625_6#30,2005,Japan,Asia,4115,0.75,32,0.19
10625_6#32,2007,India,Asia,5021,0.25,0.25,0.023
10625_6#33,2007,India,Asia,5021,0.19,0.25,0.023
10625_6#34,2007,India,Asia,6348,0.38,32,0.032
10625_6#35,2008,China,Asia,2277,0.38,32,0.016
10625_6#36,2008,China,Asia,3777,4,32,0.047
10625_6#37,2008,China,Asia,3755,0.125,3,0.023
10625_6#38,2008,Japan,Asia,3787,0.19,8,0.064
10625_6#39,2008,Indonesia,Asia,201,0.064,1.5,0.016
10625_6#4,1999,Thailand,Asia,-,0.032,0.002,0.016
10625_6#40,2008,Indonesia,Asia,3774,0.064,1,0.016
10625_6#41,2008,Philippines,Asia,2113,0.032,1,0.016
10625_6#44,2008,Philippines,Asia,3754,0.047,0.047,0.016
10625_6#45,2008,Philippines,Asia,1512,0.125,3,0.016
